run_id,key,value,step,timestamp
e5eabe992765422cb65db2bdbf414f5a,epsilon,1,0,1668690082754
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9985011132044624,100,1668690088917
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9970044730705507,200,1668690095085
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9955100762307735,300,1668690101266
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9940179193226862,400,1668690107469
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9925279989888853,500,1668690113683
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9910403118769994,600,1668690120038
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9895548546396818,700,1668690126263
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9880716239346015,800,1668690132485
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9865906164244403,900,1668690138710
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9851118287768803,1000,1668690144948
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9836352576645985,1100,1668690151271
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9821608997652599,1200,1668690157509
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9806887517615082,1300,1668690163759
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.97921881034096,1400,1668690169975
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.977751072196198,1500,1668690176220
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9762855340247599,1600,1668690182557
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9748221925291362,1700,1668690188813
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9733610444167567,1800,1668690195019
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9719020863999899,1900,1668690201250
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9704453151961294,2000,1668690207483
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.968990727527391,2100,1668690213778
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9675383201209019,2200,1668690219985
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9660880897086954,2300,1668690226208
e5eabe992765422cb65db2bdbf414f5a,epsilon,0.9646400330277051,2400,1668690232437
