run_id,key,value,step,timestamp
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.4423862099647522,1833,1668625152971
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.6344245672225952,3666,1668625189356
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.670625627040863,5499,1668625225628
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7113294005393982,7332,1668625262107
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7332924008369446,9165,1668625298574
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7540183067321777,10998,1668625334705
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7747372388839722,12831,1668625371083
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7689107656478882,14664,1668625407403
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7745200991630554,16497,1668625443479
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7696855068206787,18330,1668625479877
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7885751128196716,20163,1668625516082
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7857644557952881,21996,1668625552382
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7907776832580566,23829,1668625588669
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7949507832527161,25662,1668625624786
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7997865676879883,27495,1668625661091
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7923141717910767,29328,1668625697312
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7958834767341614,31161,1668625733472
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.7920872569084167,32994,1668625769447
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8058351874351501,34827,1668625805854
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8031371235847473,36660,1668625842514
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8030046820640564,38493,1668625878877
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.813785195350647,40326,1668625915426
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8050833940505981,42159,1668625952210
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8092450499534607,43992,1668625988943
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8051612973213196,45825,1668626025470
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8099802136421204,47658,1668626061933
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8090624809265137,49491,1668626098229
50611e0b4f7e4f0eb54caa9bb8f8c579,eval_prec,0.8178272247314453,51324,1668626134754
